Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),SERP Features
parts of body detailed,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.14,0.14,0.14,0.00,0.14",,0.00,
passport details by name and date of birth,,10,"0.33,0.33,1.00,0.33,0.33,0.67,0.33,0.00,0.33,0.00,0.00,0.00",,0.00,
passport details by passport number,,10,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50",,0.00,
pattressing detail,,10,"0.00,0.25,0.50,0.75,1.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00",,0.00,
pavement section details,,10,"0.14,0.14,1.00,0.00,0.29,0.00,0.00,0.00,0.29,0.00,0.29,0.00",,0.00,
payer details,,10,"0.50,0.00,0.50,0.50,1.00,0.00,1.00,0.50,1.00,0.50,0.00,0.00",,0.00,
payment bank details,,10,"0.00,0.00,0.14,0.00,0.14,1.00,0.71,0.00,0.00,0.00,0.00,0.14",,0.00,
payment details sample,,10,"0.20,0.40,0.00,0.20,1.00,0.00,0.40,0.00,0.00,0.20,0.00,0.00",,0.00,
paypal card details,,10,"0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20",,0.00,
pen details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.11,0.00,0.00,0.22",,0.00,
penguin details,,10,"0.33,0.33,1.00,0.33,0.33,0.33,0.67,0.33,0.33,1.00,0.33,0.33",,0.00,
pension details,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,
pension fund contact details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00",,0.00,
peoples bank account details,,10,"0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,1.00,0.00,0.33,0.00",,0.00,
perforated metal cladding detail,,10,"0.29,0.57,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.00",,0.00,
perforated pipe installation detail,,10,"0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.40,0.20,0.20,0.20,0.20",,0.00,
pergola construction details,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.00",,0.00,
pergola detail drawing,,10,"0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.67,0.33,0.33,0.67",,0.00,
pergola details dwg,,10,"0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.40,0.20,0.20",,0.00,
pergola structure details,,10,"0.00,0.00,0.20,0.20,0.20,0.00,1.00,0.00,0.00,0.00,0.00,0.20",,0.00,
periodic table pdf detailed,,10,"0.33,0.33,0.00,0.00,0.33,0.00,1.00,0.33,0.33,0.33,0.00,0.00",,0.00,
periodic table with every details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,1.00,0.00,0.14",,0.00,
personal details example,,10,"0.50,1.00,0.50,1.00,0.50,0.50,1.00,0.50,0.50,1.00,0.50,1.00",,0.00,
personal details format,,10,"0.33,0.33,0.33,0.67,0.67,0.33,1.00,0.33,0.33,0.33,0.33,0.33",,0.00,
personal details icon,,10,"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00,0.33",,0.00,
personal details icon png,,10,"0.00,0.40,0.20,0.00,0.20,1.00,0.00,0.20,0.00,0.20,0.00,0.00",,0.00,
personal details meaning in hindi,,10,"1.00,0.33,0.33,0.00,0.00,0.00,0.33,0.67,0.67,1.00,0.33,0.00",,0.00,
petrol price in india tax details kerala,,10,"1.00,0.50,0.25,0.00,0.25,0.00,0.25,0.50,0.75,0.50,0.25,0.00",,0.00,
philippines details,,10,"0.00,0.33,0.33,1.00,0.33,0.33,0.33,0.00,0.33,0.00,0.33,0.00",,0.00,
phone details,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,
phone details by imei,,10,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50",,0.00,
photo details iphone,,10,"0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.50,0.00,1.00",,0.00,
photoshop details,,10,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14",,0.00,
phygicart details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.00,0.75,0.00",,0.00,
pic details,,10,"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.50",,0.00,
pile detail drawing,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,
pile foundation detail dwg,,10,"0.00,0.11,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.44,0.00,1.00",,0.00,
pile foundation details pdf,,10,"0.00,0.33,0.33,1.00,1.00,0.33,0.00,0.00,0.33,0.33,0.33,0.00",,0.00,
pivot door detail dwg,,10,"0.33,0.33,0.33,0.33,1.00,0.67,0.67,0.33,0.33,0.33,0.67,0.33",,0.00,
pivot hinge door detail,,10,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50",,0.00,
plan details netflix,,10,"0.20,0.40,0.20,0.20,0.60,0.20,0.00,0.20,1.00,0.00,0.00,0.00",,0.00,
plaster details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00",,0.00,
play google com store apps details,,10,"0.25,0.25,0.50,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.25,0.25",,0.00,
please find the details below for your information,,10,"0.14,0.71,1.00,0.00,0.00,0.43,0.14,0.00,0.00,0.00,0.00,0.00",,0.00,
please find the following details,,10,"0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00",,0.00,
please let me know if you need any further details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,1.00,0.33,0.33",,0.00,
please provide more detail for your selection above,,10,"1.00,0.67,0.00,0.33,0.33,0.33,0.33,0.00,0.00,0.33,0.00,0.00",,0.00,
please provide the necessary details,,10,"0.00,0.33,0.33,0.00,0.00,0.00,0.33,1.00,0.67,0.00,0.33,0.00",,0.00,
please see below details for your reference,,10,"0.75,0.00,0.25,0.00,0.25,0.00,0.25,0.00,1.00,0.00,0.25,0.00",,0.00,
plinth beam reinforcement details,,10,"0.20,1.00,0.20,0.00,0.00,0.40,1.00,0.00,0.00,0.00,0.20,0.00",,0.00,
plinth beam steel details,,10,"0.00,1.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.00,0.60",,0.00,
plumbing details pdf,,10,"1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00",,0.00,
pmay fund details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,1.00",,0.00,
pmay scheme details,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00",,0.00,
poc details meaning,,10,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.50",,0.00,
pocket door cad details,,10,"0.00,0.00,0.25,0.00,0.25,1.00,0.25,0.50,0.00,0.00,0.00,0.00",,0.00,
pocket sliding door detail,,10,"0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.33,1.00,0.33,0.33",,0.00,
poets and pancakes detailed summary,,10,"0.75,0.25,0.00,0.25,0.00,0.25,0.00,0.00,0.00,1.00,0.25,0.00",,0.00,
policy details by policy number,,10,"0.00,0.25,0.00,1.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,0.25",,0.00,
polytechnic details,,10,"0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,1.00",,0.00,
port details,,10,"0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,
porta cabin details,,10,"0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.33",,0.00,
portal frame detail,,10,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,
post details,,10,"0.75,0.25,0.00,0.25,0.25,0.00,0.25,0.00,1.00,0.25,0.00,0.00",,0.00,
potential transformer name plate details,,10,"0.00,0.00,0.50,0.50,1.00,1.00,0.00,0.50,0.00,0.00,0.00,0.50",,0.00,
potential transformer nameplate details,,10,"0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.50,1.00",,0.00,
pranav associate group dubai contact details,,10,"0.40,0.20,0.60,0.00,0.60,0.60,1.00,0.00,0.00,0.00,0.00,0.00",,0.00,
pravasi chitty details,,10,"0.33,0.33,0.67,1.00,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33",,0.00,
pravasi ksfe chitty details,,10,"0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,
prc contact details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,1.00,0.33",,0.00,
precast concrete connection details,,10,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00",,0.00,
precast concrete panel details dwg,,10,"0.33,0.00,0.33,0.33,1.00,0.33,0.33,0.00,0.33,0.33,0.00,0.00",,0.00,
precast concrete parapet detail,,10,"0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.67",,0.00,
precast concrete roof detail,,10,"0.00,0.00,0.33,0.33,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33",,0.00,
precast concrete wall panels details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.67,0.33",,0.00,
precast detailer jobs,,10,"0.00,1.00,0.25,0.25,0.00,0.00,0.00,0.25,0.25,0.50,0.00,0.00",,0.00,
precast detailer jobs in uae,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00,0.33,0.33",,0.00,
precast detailing services,,10,"0.14,0.00,0.14,0.29,1.00,0.29,0.14,0.14,0.00,0.00,0.00,0.00",,0.00,
precast facade detail,,10,"0.50,0.50,0.50,0.50,1.00,1.00,1.00,0.50,0.50,1.00,0.50,0.50",,0.00,
precast pile cap details,,10,"0.11,0.00,0.00,0.44,0.11,0.00,0.11,0.00,1.00,0.00,0.00,0.11",,0.00,
precast slab details,,10,"0.33,0.33,0.33,0.67,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33",,0.00,
precast wall panel connection details,,10,"0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50",,0.00,
pregnancy details,,10,"0.33,0.33,0.33,0.33,0.33,1.00,1.00,0.33,0.33,0.33,0.67,0.33",,0.00,
premium car detailing dubai,,10,"0.25,0.25,0.50,0.25,0.25,0.50,0.25,0.00,0.00,0.25,1.00,0.00",,0.00,
pressure gauge details,,10,"1.00,0.20,0.20,0.20,0.00,0.20,0.00,0.20,0.00,0.20,1.00,0.00",,0.00,
pressure vessel detail drawing pdf,,10,"0.33,0.33,0.33,1.00,1.00,0.33,0.67,0.33,0.33,0.33,0.33,0.33",,0.00,
prestige detailing,,10,"0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50",,1.32,
pricing details,,10,"1.00,0.50,0.50,1.00,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.00",,0.00,
primavera course details,,10,"0.50,1.00,0.00,0.00,0.50,0.50,1.00,0.50,0.50,0.00,1.00,0.00",,0.00,
priya ann samuel details,,10,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,
prize details,,10,"0.00,0.00,0.00,0.50,0.50,0.50,1.00,0.50,0.50,0.00,0.50,0.00",,0.00,
pro detailing,,10,"0.00,0.25,0.25,0.75,0.25,0.25,0.25,0.50,0.00,0.50,1.00,0.00",,0.00,
product detail page bootstrap,,10,"0.00,0.60,0.20,0.00,0.20,0.20,0.20,0.00,1.00,0.00,0.00,0.00",,0.00,
product key autocad structural detailing 2015,,10,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00",,0.00,
professional car detailing near me,,10,"0.67,0.00,0.00,0.33,1.00,0.33,0.00,0.67,0.00,0.00,0.33,0.00",,0.00,
professional car detailing supplies,,10,"1.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20",,0.00,
professional courier tracking details,,10,"0.00,0.00,0.50,0.00,0.50,0.00,0.50,0.50,0.00,0.00,1.00,0.00",,0.00,
professional detailing products,,10,"0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.50,0.25",,0.00,
professional details example,,10,"0.20,0.20,0.20,0.40,0.20,0.20,0.20,1.00,0.20,0.00,0.20,0.00",,0.00,
proof of banking details,,10,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50",,0.00,
psychology course details,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33",,0.00,
pta mobile registration tax details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.60,0.20,1.00,0.20",,0.00,
publication details,,10,"1.00,0.33,0.33,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.33,0.00",,0.00,
publishing details,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,
puddle flange standard detail,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33",,0.00,
pulwama attack details,,10,"0.00,0.00,1.00,0.00,0.25,0.25,0.25,0.25,0.00,0.00,0.25,0.00",,0.00,
pump details,,10,"0.67,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,1.00,0.33,0.33",,0.00,
punjab rto vehicle registration details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,1.00,0.33",,0.00,
purlin cleat detail,,10,"0.00,0.50,0.25,0.25,0.25,0.50,0.25,0.25,0.25,1.00,0.25,0.00",,0.00,
purlin detail,,10,"0.33,0.33,0.33,0.33,1.00,0.33,0.33,1.00,0.33,0.33,0.33,0.33",,0.00,
pyramid skylight details,,10,"0.20,0.40,0.20,0.20,1.00,0.00,0.00,0.00,0.20,0.40,0.00,0.00",,0.00,
pyramid skylight details dwg,,10,"0.00,0.00,0.20,0.00,1.00,0.20,0.00,0.20,0.00,0.00,0.20,0.00",,0.00,
qatar airways fleet details,,10,"0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,1.00,0.50,0.50,1.00",,0.00,
qatar airways flight details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.00,0.33,0.33,0.33",,0.00,
qatar country details,,10,"0.00,0.40,1.00,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.40,0.00",,0.00,
qr code scanner details,,10,"1.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.50,0.00,0.50",,0.00,
quick detailer car,,10,"0.50,0.50,0.00,1.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00",,0.00,
quran majeed details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.80,0.20,1.00",,0.00,
raffles dubai contact details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20",,0.00,
raft foundation detail dwg,,10,"0.33,0.67,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,1.00,0.33",,0.00,
raft foundation detail pdf,,10,"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33",,0.00,
raft foundation reinforcement details,,10,"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50",,0.00,
raft foundation reinforcement details pdf,,10,"0.33,0.33,0.67,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33",,0.00,
raft foundation steel detailing,,10,"0.00,0.00,0.00,0.14,1.00,0.00,0.00,0.14,0.00,0.00,0.43,0.14",,0.00,
rafter detail,,10,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00",,0.00,
raised crosswalk detail,,10,"0.50,1.00,0.50,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.50,0.00",,0.00,
rak bank account opening details,,10,"0.22,1.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.11,0.00",,0.00,
rammed earth construction details pdf,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.22,0.11,0.11,0.11",,0.00,
rammed earth detail,,10,"0.00,1.00,0.00,0.00,0.20,0.20,0.20,0.20,0.00,0.00,0.00,0.00",,0.00,
ration card details bihar,,10,"1.00,0.33,0.33,0.33,1.00,0.67,0.33,0.33,0.33,0.33,0.33,0.33",,0.00,
rbl bank details,,10,"0.33,0.33,0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33,1.00,0.33",,0.00,
rcc detailing,,10,"0.50,0.50,0.50,0.50,0.00,0.00,0.50,1.00,0.00,0.50,0.50,0.00",,0.00,
rcc foundation details,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,
rcc staircase detail drawing,,10,"0.40,0.60,0.20,0.20,0.20,0.20,0.20,0.00,0.20,1.00,0.20,0.00",,0.00,
rcc staircase details,,10,"0.50,0.50,0.75,0.00,0.75,0.25,0.00,0.00,1.00,0.25,0.00,0.00",,0.00,
rcc staircase reinforcement details,,10,"1.00,0.14,0.14,0.00,0.57,0.14,0.00,0.00,0.14,0.00,0.14,0.00",,0.00,
rcc staircase reinforcement details pdf,,10,"0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67",,0.00,
rebar design and detail,,10,"0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00",,0.00,
rebar detailer resume,,10,"0.00,1.00,0.00,0.00,0.00,0.40,0.60,0.00,0.20,0.00,0.20,0.00",,0.00,
rebar detailing companies in dubai,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,1.00,0.33,0.33,0.33",,0.00,
rebar detailing companies in madurai,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.20",,0.00,
rebar detailing jobs in canada,,10,"1.00,0.00,0.60,0.40,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00",,0.00,
rebar detailing services,,10,"0.20,0.00,0.20,0.20,0.20,0.20,1.00,0.00,0.20,0.20,0.40,0.00",,0.00,
reception counter detail drawing,,10,"0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33",,0.00,
reception counter details dwg,,10,"0.00,0.20,0.00,0.00,0.00,0.00,0.20,0.20,0.20,1.00,0.20,0.00",,0.00,
reception desk details dwg,,10,"0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.50,0.50,1.00,0.50,0.00",,0.00,
reception desk section detail,,10,"0.67,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,1.00",,0.00,
reception desk section detail drawing,,10,"0.33,1.00,0.33,0.67,0.33,0.00,0.33,0.00,0.33,0.33,0.00,0.00",,0.00,
recessed track lighting detail,,10,"0.00,0.00,1.00,0.67,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00",,0.00,
record details,,10,"0.67,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33",,0.00,
rectangular footing reinforcement details,,10,"0.50,1.00,0.25,0.25,0.50,0.25,0.00,0.25,0.25,0.25,0.25,0.00",,0.00,
red bull drink details,,10,"0.00,0.00,0.00,1.00,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00",,0.00,
red hat course details,,10,"0.14,0.14,0.00,0.29,0.14,0.00,1.00,0.71,0.00,0.00,0.00,0.00",,0.00,
referee contact details,,10,"0.25,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50",,0.00,
referee details in cv,,10,"0.00,0.00,0.00,0.11,0.11,0.00,0.11,0.22,0.00,0.00,0.11,1.00",,0.00,
reference check details,,10,"0.00,0.25,0.25,1.00,0.25,0.50,0.25,0.25,0.50,0.25,0.00,0.00",,0.00,
reference details meaning in hindi,,10,"0.25,0.25,0.00,0.25,0.25,0.00,0.00,0.25,0.75,0.00,1.00,0.00",,0.00,
reflected ceiling plan details,,10,"0.33,0.33,0.00,0.33,0.67,0.67,0.33,0.67,0.33,1.00,0.33,0.00",,0.00,
reflections detailing,,10,"0.25,1.00,0.25,0.25,0.25,0.25,0.00,0.00,0.25,0.00,0.75,0.00",,0.00,
reinforced concrete detailing manual pdf,,10,"0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.50",,0.00,
reinforced concrete section detail,,10,"0.40,0.00,0.00,0.60,1.00,0.20,0.00,0.00,0.00,0.20,0.00,0.40",,0.00,
reinforced concrete wall section detail,,10,"0.67,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33",,0.00,
reinforcement detail drawings,,10,"0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.50,0.50",,0.00,
reinforcement detailing software,,10,"0.00,0.14,0.00,1.00,0.00,0.00,0.14,0.57,0.00,0.14,0.14,0.00",,0.00,
reinforcement details of combined footing,,10,"0.20,0.20,0.20,0.20,0.40,0.60,0.20,0.00,1.00,0.00,0.20,0.00",,0.00,
released_status in wsh_delivery_details,,10,"0.33,0.33,0.00,0.00,1.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,
remove card details from netflix,,10,"0.33,1.00,0.00,0.33,0.33,0.33,0.33,0.33,0.00,0.00,1.00,0.00",,0.00,
repair details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,0.00,0.00,0.20",,0.00,
request for details,,10,"0.11,0.00,0.00,1.00,0.00,0.00,0.00,0.44,0.11,0.11,0.00,0.00",,0.00,
request letter to change bank account details,,10,"0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00",,0.00,
retaining wall detail drawing,,10,"0.14,0.00,0.14,0.00,0.14,0.00,0.00,1.00,0.14,0.14,0.00,0.14",,0.00,
retaining wall waterproofing details,,10,"1.00,0.50,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.50,0.00,0.00",,0.00,
revit details,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50",,0.00,
revit wall detail,,10,"1.00,0.00,0.11,0.00,0.00,0.11,0.00,0.00,0.11,0.00,0.00,0.00",,0.00,
ribbed slab reinforcement detailing,,10,"0.20,0.60,0.20,1.00,0.20,0.00,0.20,0.00,0.20,0.00,0.60,0.00",,0.00,
road hump details,,10,"0.00,0.00,0.00,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.00,0.00",,0.00,
road layers details,,10,"1.00,0.25,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.25",,0.00,
road section details,,10,"0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33",,0.00,
road section details dwg,,10,"0.40,0.20,0.20,0.20,0.20,1.00,0.00,0.20,0.20,0.00,0.00,0.00",,0.00,
roc details,,10,"0.00,0.50,0.75,0.25,0.25,0.00,0.25,0.00,0.25,0.00,1.00,0.00",,0.00,
roc india company details,,10,"0.00,1.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.40",,0.00,
rolled curb detail,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.00",,0.00,
rolling shutter fixing detail,,10,"0.00,1.00,0.00,0.00,0.33,0.33,0.33,0.33,0.00,0.33,0.00,0.00",,0.00,
rolling shutter section detail,,10,"0.25,1.00,0.25,0.00,0.50,0.25,0.25,0.25,0.25,0.25,0.00,0.00",,0.00,
rolls royce cullinan details,,10,"0.00,0.75,0.00,0.00,0.25,0.00,0.50,0.00,1.00,0.00,0.25,0.00",,0.00,
romania country details,,10,"0.29,0.00,0.14,0.43,0.00,0.00,0.00,0.00,1.00,0.14,0.00,0.14",,0.00,
roof deck detail,,10,"0.00,0.20,0.20,0.00,0.20,0.00,0.20,0.40,0.20,1.00,0.40,0.00",,0.00,
roof details dwg free download,,10,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.50,1.00,0.25",,0.00,
roof framing details,,10,"0.00,0.00,0.14,0.14,0.00,0.00,0.14,1.00,0.14,0.29,0.14,0.00",,0.00,
roof garden detail,,10,"0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.25,1.00",,0.00,
roof gutter detail,,10,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20",,0.00,
roof insulation detail,,10,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.00,0.00,0.00",,0.00,
roof planter detail,,10,"1.00,0.20,0.40,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.20,0.00",,0.00,
roof skylight details dwg,,10,"0.00,0.00,0.25,0.25,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.25",,0.00,
roof slab waterproofing details,,10,"1.00,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50",,0.00,
rooftop swimming pool construction details pdf,,10,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.50,0.50,0.00",,0.00,
royal car detailing,,10,"0.00,0.00,0.00,0.50,0.50,1.00,0.00,1.00,0.00,0.50,0.50,0.50",,0.00,
rta dubai contact details,,10,"1.00,0.33,0.00,0.00,0.00,0.33,0.33,0.33,0.33,0.33,0.33,0.00",,0.00,
rta license details,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50",,0.00,
rta update details,,10,"0.00,0.20,0.00,0.40,0.40,0.20,0.00,1.00,0.20,0.40,0.00,0.00",,0.00,
rto kerala driving license details,,10,"0.00,0.00,0.33,0.00,0.33,1.00,0.33,0.33,0.00,0.33,0.00,0.00",,0.00,
rto kerala licence details,,10,"0.40,0.00,0.20,0.00,0.00,0.00,0.00,0.20,0.20,1.00,0.20,0.00",,0.00,
rto vehicle owner details,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50",,0.00,
ruffle detail,,10,"0.00,0.14,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.43,1.00,0.43",,0.00,
runway details,,10,"0.00,0.00,1.00,0.20,0.00,0.20,0.20,0.00,0.20,0.00,0.00,0.00",,0.00,
russia details,,10,"0.50,0.50,0.00,1.00,0.50,0.50,1.00,0.50,0.50,0.00,0.50,0.00",,0.00,
sabic contact details,,10,"0.50,0.00,1.00,0.00,0.00,0.50,0.00,0.50,0.50,0.50,0.50,0.00",,0.00,
sabic saudi arabia contact details,,10,"1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00",,0.00,
sacramento detailing,,10,"0.50,0.50,1.00,0.50,0.00,0.50,0.50,1.00,0.50,0.00,0.00,0.50",,0.00,
safety details,,10,"0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.25,1.00,0.25,0.25",,0.00,
